"","ttext","date","isretweet","retweetcount","favoritecount","score","delivery","location","duplicate"
"1427","Supriya23bh AjayLalluINC BJP accountable","2020-10-03 08:25:15","FALSE","0","0","0","swiggy","mumbai",FALSE
"1428","RT iAnkurSingh: Rajasthan: Why are journalists not seeking call recording of BJP leaders?

UP- Why's phone call being recorded, UP Govt is","2020-10-03 08:25:13","TRUE","1230","0","0","swiggy","mumbai",TRUE
"1429","RT RD01989: ____ There is no space for women, children, scheduled castes, journalists, peace or unity left in UP!","2020-10-03 08:25:10","TRUE","270","0","1","swiggy","mumbai",TRUE
"1430","RT Sukhwindergullu: A very warm congratulation to RajivBabbarbjp Bhaiya for being re-elected as the Vice President of Delhi BJP.","2020-10-03 08:24:45","TRUE","5","0","1","swiggy","mumbai",FALSE
"1431","RT RD01989: ____ There is no space for women, children, scheduled castes, journalists, peace or unity left in UP!","2020-10-03 08:24:36","TRUE","270","0","1","swiggy","mumbai",TRUE
"1432","RT iamkhanwrs: While women in UP are being raped under the watch of myogiadityanath, Bengal BJP Mahila Morcha is giving martial training","2020-10-03 08:24:19","TRUE","10","0","-1","swiggy","mumbai",TRUE
"1433","RT tweetRach90: Go srivatsayb . I was a BJP supporter for a long period of time. I must admit that your tweets made so much sense that I","2020-10-03 08:24:13","TRUE","289","0","1","swiggy","mumbai",FALSE
"1434","RT nadeeminc: BJP has the highest number of MP's and MLA's with cases of crime against women. It amplifies the reason, why BJP doesn't tak","2020-10-03 08:24:12","TRUE","142","0","-1","swiggy","mumbai",TRUE
"1435","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:24:02","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1436","RT iAnkurSingh: Did rahulkanwal ask about rule of law when Congress leaked fake call recording agnst BJP? Then his channel happily played","2020-10-03 08:24:01","TRUE","1836","0","0","swiggy","mumbai",TRUE
"1437","RT RD01989: ____ There is no space for women, children, scheduled castes, journalists, peace or unity left in UP!","2020-10-03 08:23:59","TRUE","270","0","1","swiggy","mumbai",TRUE
"1438","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:23:56","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1439","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:23:56","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1440","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:23:49","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1441","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:23:48","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1442","Uttar Pradesh Hathras Gang-Rape Tragedy: UP Administration suspicious action dented state government, BJPsimage ","2020-10-03 08:23:47","FALSE","0","1","-3","swiggy","mumbai",FALSE
"1443","Why all the bigot feminists silent and nobodys questioning over what is happing in hatharas?

Why Sambit patra not ","2020-10-03 08:23:46","FALSE","0","0","1","swiggy","mumbai",FALSE
"1444","iChiragPaswan party will not contest against BJP in BiharElections2020 .. Will only fight against NitishKumar / JDU","2020-10-03 08:23:46","FALSE","0","0","0","swiggy","mumbai",FALSE
"1445","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:23:43","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1446","Thread on rape done by BJP leaders.  ","2020-10-03 08:23:35","FALSE","0","0","-1","swiggy","mumbai",FALSE
"1447","RT iAnkurSingh: Did rahulkanwal ask about rule of law when Congress leaked fake call recording agnst BJP? Then his channel happily played","2020-10-03 08:23:24","TRUE","1836","0","0","swiggy","mumbai",TRUE
"1448","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:23:17","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1449","ndtv A 8yr old tribal girl being raped in Rajasthan 
Cover the same
Or 
Waiting for election 
That too in BJP STAT ","2020-10-03 08:23:17","FALSE","0","0","-1","swiggy","mumbai",FALSE
"1450","RT vivekkumarjain1: ZeeNewsEnglish it is proved that no difference between Maha. Gov. &amp; Modi Gov. Now it is Final Boycott BJP.","2020-10-03 08:23:17","TRUE","24","0","-2","swiggy","mumbai",TRUE
"1451","TheDeepak2020In Abe sharm kar le ladki marne se pahle bol ri rape huaa and itne dino se DM and Police jhooth pe jh ","2020-10-03 08:23:13","FALSE","0","0","-1","swiggy","mumbai",FALSE
"1452","RT iAnkurSingh: Did rahulkanwal ask about rule of law when Congress leaked fake call recording agnst BJP? Then his channel happily played","2020-10-03 08:22:59","TRUE","1836","0","0","swiggy","mumbai",TRUE
"1453","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:22:58","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1454","RT adarshshastri: Please do listen to one of the many incompetent Spokespersons of the BJP! They should at least try and  bring someone wh","2020-10-03 08:22:57","TRUE","36","0","-1","swiggy","mumbai",TRUE
"1455","RT iAnkurSingh: Did rahulkanwal ask about rule of law when Congress leaked fake call recording agnst BJP? Then his channel happily played","2020-10-03 08:22:43","TRUE","1836","0","0","swiggy","mumbai",TRUE
"1456","siddharths06 And bjp posts","2020-10-03 08:22:40","FALSE","0","1","0","swiggy","mumbai",FALSE
"1457","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:22:40","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1458","RT NarundarM: BJP IT Cell is targeting News Channels, Reporters, NGOs, Opposition, Bollywood.

BJP IT Cell is not targeting Rap!sts.","2020-10-03 08:22:36","TRUE","187","0","-1","swiggy","mumbai",TRUE
"1459","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:22:28","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1460","RT NarundarM: BJP IT Cell is targeting News Channels, Reporters, NGOs, Opposition, Bollywood.

BJP IT Cell is not targeting Rap!sts.","2020-10-03 08:22:26","TRUE","187","0","-1","swiggy","mumbai",TRUE
"1461","Lawyer of itsSSR  was right when he apprehended few days before that BJP &amp;Shiv Sena be togather. Every one knows i ","2020-10-03 08:22:20","FALSE","2","2","1","swiggy","mumbai",FALSE
"1462","RT nadeeminc: BJP has the highest number of MP's and MLA's with cases of crime against women. It amplifies the reason, why BJP doesn't tak","2020-10-03 08:22:19","TRUE","142","0","-1","swiggy","mumbai",TRUE
"1463","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:22:07","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1464","RT yeshikasaxena2: A big slap to the ones jo bjp congress kr rhe the hathras case me and to the ones jo bjp ko troll kr rhe the.
You know","2020-10-03 08:22:01","TRUE","62","0","-1","swiggy","mumbai",TRUE
"1465","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:22:00","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1466","RT dhruv_sharma8: Hats off to brajeshlive sir for fearlessly showing mirror to BJP MLA. ","2020-10-03 08:21:50","TRUE","1285","0","1","swiggy","mumbai",TRUE
"1467","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:21:45","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1468","RT iamkhanwrs: Victim's family seeking justice for their daughter. But BJP treating them like criminals by tapping phones, house arrest an","2020-10-03 08:21:40","TRUE","2","0","1","swiggy","mumbai",TRUE
"1469","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:21:26","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1470","DrKumarVishwas TanushreePande PragyaLive chitraaum I salute Tanushree Pandey for her excellent journalism at Ha ","2020-10-03 08:21:23","FALSE","0","0","2","swiggy","mumbai",FALSE
"1471","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:21:22","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1472","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:21:22","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1473","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:21:17","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1474","RT RD01989: ____ There is no space for women, children, scheduled castes, journalists, peace or unity left in UP!","2020-10-03 08:20:55","TRUE","270","0","1","swiggy","mumbai",TRUE
"1475","RT vivekkumarjain1: ZeeNewsEnglish it is proved that no difference between Maha. Gov. &amp; Modi Gov. Now it is Final Boycott BJP.","2020-10-03 08:20:53","TRUE","24","0","-2","swiggy","mumbai",TRUE
"1476","RT sanjukta: ANI This is BJP. Continuously in support of rapists, gives tickets to rape accused, takes out rally to protect rapists, them","2020-10-03 08:20:52","TRUE","56","0","1","swiggy","mumbai",FALSE
"1477","RT INCIndia: Was BJP's 'Beti Bachao' a slogan or a threat?!

BapuKaBharatBachao ","2020-10-03 08:20:48","TRUE","894","0","0","swiggy","mumbai",TRUE
"1478","RT iamkhanwrs: While women in UP are being raped under the watch of myogiadityanath, Bengal BJP Mahila Morcha is giving martial training","2020-10-03 08:20:45","TRUE","10","0","-1","swiggy","mumbai",TRUE
"1479","cmohry anilvijminister d_chautala MoHUA_India BJP4Chandigarh bjp_haryana 
Would appreciate,it  you can take a ","2020-10-03 08:20:42","FALSE","0","1","0","swiggy","mumbai",FALSE
"1480","YogiAdityanth, YogiJusticeForUPP49568
Why don't take action on Hathras DM and BJP politician Vinay katiyar. 
P ","2020-10-03 08:20:36","FALSE","0","0","0","swiggy","mumbai",FALSE
"1481","RT nadeeminc: BJP has the highest number of MP's and MLA's with cases of crime against women. It amplifies the reason, why BJP doesn't tak","2020-10-03 08:20:22","TRUE","142","0","-1","swiggy","mumbai",TRUE
"1482","RT vivekkumarjain1: ZeeNewsEnglish it is proved that no difference between Maha. Gov. &amp; Modi Gov. Now it is Final Boycott BJP.","2020-10-03 08:20:15","TRUE","24","0","-2","swiggy","mumbai",TRUE
"1483","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:20:13","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1484","RT DeepikaBhardwaj: Saket Gokhale has moved Allahabad High Court against UP Govt order to conduct Narco Analysis Test on girls family

Sai","2020-10-03 08:20:12","TRUE","243","0","0","swiggy","mumbai",TRUE
"1485","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:20:05","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1486","RT byomkeshinlove: phoenixrizing10 Damn I genuinely didn't think they'll sell out to the other side purely because of their mad allegianc","2020-10-03 08:19:57","TRUE","2","0","-2","swiggy","mumbai",FALSE
"1487","RT PTI_News: UP police's suspicious action in Hathras case dented your, state govt and BJP's image: Uma Bharti to Yogi Adityanath","2020-10-03 08:19:53","TRUE","477","0","-2","swiggy","mumbai",TRUE
"1488","RT dhruv_sharma8: Hats off to brajeshlive sir for fearlessly showing mirror to BJP MLA. ","2020-10-03 08:19:52","TRUE","1285","0","1","swiggy","mumbai",TRUE
"1489","RT DeepikaBhardwaj: Saket Gokhale has moved Allahabad High Court against UP Govt order to conduct Narco Analysis Test on girls family

Sai","2020-10-03 08:19:50","TRUE","243","0","0","swiggy","mumbai",TRUE
"1490","RT adarshshastri: Please do listen to one of the many incompetent Spokespersons of the BJP! They should at least try and  bring someone wh","2020-10-03 08:19:47","TRUE","36","0","-1","swiggy","mumbai",TRUE
"1491","KanwalSibal Jairam_Ramesh is not only a liar but he is tweeting this to cozy up to Sonia . Order was placed in 20 ","2020-10-03 08:19:42","FALSE","4","5","0","swiggy","mumbai",FALSE
"1492","RT yeshikasaxena2: A big slap to the ones jo bjp congress kr rhe the hathras case me and to the ones jo bjp ko troll kr rhe the.
You know","2020-10-03 08:19:39","TRUE","62","0","-1","swiggy","mumbai",TRUE
"1493","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:19:33","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1494","RT vivekkumarjain1: guptagoesgaga Anvesha53467560 ZeeNewsEnglish At least Maha. Gov had done openly but BJP done diplomatically, My vot","2020-10-03 08:19:29","TRUE","2","0","1","swiggy","mumbai",FALSE
"1495","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:19:23","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1496","RT vivekkumarjain1: Anvesha53467560 ZeeNewsEnglish BJP trying to hide Murder of SSR, boycottBJP","2020-10-03 08:19:18","TRUE","2","0","-1","swiggy","mumbai",FALSE
"1497","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:19:17","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1498","amitmalviya Tru_Indiann hoga koi ... bjp ka... 
you guys have degree in propaganda","2020-10-03 08:19:14","FALSE","0","0","-1","swiggy","mumbai",FALSE
"1499","RT yeshikasaxena2: A big slap to the ones jo bjp congress kr rhe the hathras case me and to the ones jo bjp ko troll kr rhe the.
You know","2020-10-03 08:19:11","TRUE","62","0","-1","swiggy","mumbai",TRUE
"1500","RT vivekkumarjain1: ZeeNewsEnglish it is proved that no difference between Maha. Gov. &amp; Modi Gov. Now it is Final Boycott BJP.","2020-10-03 08:19:07","TRUE","24","0","-2","swiggy","mumbai",TRUE
"1501","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:19:01","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1502","RT JaiveerShergill: In Dictatorships allowing media entry, holding press conferences  are considered exceptions &amp; tapping phones, barricad","2020-10-03 08:19:00","TRUE","141","0","0","swiggy","mumbai",TRUE
"1503","ashishsood_bjp Please check facts ! ","2020-10-03 08:18:59","FALSE","0","0","0","swiggy","mumbai",FALSE
"1504","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:18:54","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1505","RT vivekkumarjain1: guptagoesgaga Anvesha53467560 ZeeNewsEnglish At least Maha. Gov had done openly but BJP done diplomatically, My vot","2020-10-03 08:18:42","TRUE","2","0","1","swiggy","mumbai",TRUE
"1506","RT simpleriyaz: Where bjp spokesperson will hide now.. ","2020-10-03 08:18:41","TRUE","6","0","0","swiggy","mumbai",TRUE
"1507","RT charanjitsbrar7: BJP treated allies like spare tyres, has no minority support now, says SAD chief Sukhbir Badal ","2020-10-03 08:18:29","TRUE","32","0","0","swiggy","mumbai",FALSE
"1508","RT yeshikasaxena2: A big slap to the ones jo bjp congress kr rhe the hathras case me and to the ones jo bjp ko troll kr rhe the.
You know","2020-10-03 08:18:26","TRUE","62","0","-1","swiggy","mumbai",TRUE
"1509","guptagoesgaga Anvesha53467560 ZeeNewsEnglish At least Maha. Gov had done openly but BJP done diplomatically, My ","2020-10-03 08:18:20","FALSE","2","1","1","swiggy","mumbai",FALSE
"1510","RT JaiveerShergill: In Dictatorships allowing media entry, holding press conferences  are considered exceptions &amp; tapping phones, barricad","2020-10-03 08:18:19","TRUE","141","0","0","swiggy","mumbai",TRUE
"1511","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:18:10","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1512","RT nadeeminc: BJP has the highest number of MP's and MLA's with cases of crime against women. It amplifies the reason, why BJP doesn't tak","2020-10-03 08:18:07","TRUE","142","0","-1","swiggy","mumbai",TRUE
"1513","vdpa_research MandarSawant184 BJP should not go for less seat than JDU..Otherwise they will always remains as pillion driver of JDU","2020-10-03 08:18:05","FALSE","0","1","0","swiggy","mumbai",FALSE
"1514","RT RD01989: ____ There is no space for women, children, scheduled castes, journalists, peace or unity left in UP!","2020-10-03 08:17:57","TRUE","270","0","1","swiggy","mumbai",TRUE
"1515","RT nadeeminc: BJP has the highest number of MP's and MLA's with cases of crime against women. It amplifies the reason, why BJP doesn't tak","2020-10-03 08:17:51","TRUE","142","0","-1","swiggy","mumbai",TRUE
"1516","RT RD01989: ____ There is no space for women, children, scheduled castes, journalists, peace or unity left in UP!","2020-10-03 08:17:44","TRUE","270","0","1","swiggy","mumbai",TRUE
"1517","RT INCIndia: Was BJP's 'Beti Bachao' a slogan or a threat?!

BapuKaBharatBachao ","2020-10-03 08:17:38","TRUE","894","0","0","swiggy","mumbai",TRUE
"1518","As this profile says, ""Vajpayee reached a new low with the Gujarat pogrom that took place under Modis CMship. ..N ","2020-10-03 08:17:34","FALSE","1","5","0","swiggy","mumbai",FALSE
"1519","RT iamkhanwrs: While women in UP are being raped under the watch of myogiadityanath, Bengal BJP Mahila Morcha is giving martial training","2020-10-03 08:17:30","TRUE","10","0","-1","swiggy","mumbai",TRUE
"1520","RT DeepikaBhardwaj: Saket Gokhale has moved Allahabad High Court against UP Govt order to conduct Narco Analysis Test on girls family

Sai","2020-10-03 08:17:30","TRUE","243","0","0","swiggy","mumbai",TRUE
"1521","RT NarundarM: BJP IT Cell is targeting News Channels, Reporters, NGOs, Opposition, Bollywood.

BJP IT Cell is not targeting Rap!sts.","2020-10-03 08:17:24","TRUE","187","0","-1","swiggy","mumbai",TRUE
"1522","RT timesofindia: People are aware Congress' tactics of that is why they ensured a historic win for BJP in 2019 polls. People understand th","2020-10-03 08:17:22","TRUE","23","0","1","swiggy","mumbai",TRUE
"1523","SushantAIIMSReport BJP has let  Sushants family down, turned murder in to suicide which was my fear once Fadnavis ","2020-10-03 08:17:15","FALSE","0","0","-3","swiggy","mumbai",FALSE
"1524","RT BariAlisha: BJP has highest number of MPs and MLAs with cases of crimes against women, says study - Crime News

""BETI BACHAO"" WAS ACTUA","2020-10-03 08:17:13","TRUE","147","0","-1","swiggy","mumbai",TRUE
"1525","RT DharDipsita: 1.Vultures of BJP now came up with a vilification theory on the dead woman and her family, accusing them for false report.","2020-10-03 08:17:09","TRUE","153","0","-3","swiggy","mumbai",TRUE
"1526","RT dhruv_sharma8: Hats off to brajeshlive sir for fearlessly showing mirror to BJP MLA. ","2020-10-03 08:17:06","TRUE","1285","0","1","swiggy","mumbai",TRUE
"1527","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:17:05","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1528","RT NarundarM: BJP IT Cell is targeting News Channels, Reporters, NGOs, Opposition, Bollywood.

BJP IT Cell is not targeting Rap!sts.","2020-10-03 08:17:04","TRUE","187","0","-1","swiggy","mumbai",TRUE
"1529","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:16:59","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1530","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:16:57","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1531","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:16:57","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1532","RT iamkhanwrs: While women in UP are being raped under the watch of myogiadityanath, Bengal BJP Mahila Morcha is giving martial training","2020-10-03 08:16:56","TRUE","10","0","-1","swiggy","mumbai",TRUE
"1533","RT MalabarHornbill: No matter how hard Modi tries to divert to non-issues like SSR death and Kangana Ranaut, karma keeps bringing BJP back","2020-10-03 08:16:53","TRUE","7","0","-2","swiggy","mumbai",TRUE
"1534","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:16:49","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1535","RT iAnkurSingh: Did rahulkanwal ask about rule of law when Congress leaked fake call recording agnst BJP? Then his channel happily played","2020-10-03 08:16:48","TRUE","1836","0","0","swiggy","mumbai",TRUE
"1536","RT blsanthosh: Today is a big day for Leh , Himachal Pradesh &amp; the whole country . 9 Km long Atal Tunnel will be inaugurated by Honble PM","2020-10-03 08:16:40","TRUE","592","0","0","swiggy","mumbai",FALSE
"1537","RT kanishkdutt9: Repeat after me BJP IS SAVING RAPISTS - RapistRakshakBJP","2020-10-03 08:16:25","TRUE","126","0","0","swiggy","mumbai",TRUE
"1538","RT NarundarM: BJP IT Cell is targeting News Channels, Reporters, NGOs, Opposition, Bollywood.

BJP IT Cell is not targeting Rap!sts.","2020-10-03 08:16:24","TRUE","187","0","-1","swiggy","mumbai",TRUE
"1539","AAPUttarPradesh Kudos to Brajesh Ji for showing BJP MLA his place. They thought they could highjack the debate jus ","2020-10-03 08:16:18","FALSE","0","0","1","swiggy","mumbai",FALSE
"1540","RT mkvenu1: India Today asks BJP spokesperson why is BJP govt in UP tapping phones of journos covering Hathras? BJP trying to discredit In","2020-10-03 08:16:13","TRUE","825","0","-1","swiggy","mumbai",TRUE
"1541","RT RD01989: ____ There is no space for women, children, scheduled castes, journalists, peace or unity left in UP!","2020-10-03 08:16:11","TRUE","270","0","1","swiggy","mumbai",TRUE
"1542","RT vivekkumarjain1: Anvesha53467560 ZeeNewsEnglish BJP trying to hide Murder of SSR, boycottBJP","2020-10-03 08:16:10","TRUE","2","0","-1","swiggy","mumbai",TRUE
"1543","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:16:09","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1544","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:16:04","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1545","RT vivekkumarjain1: ZeeNewsEnglish it is proved that no difference between Maha. Gov. &amp; Modi Gov. Now it is Final Boycott BJP.","2020-10-03 08:16:01","TRUE","24","0","-2","swiggy","mumbai",TRUE
"1546","Indian Youth Congress workers detained outside Punjab BJP office in sector 37 Chandigarh where they protested again ","2020-10-03 08:15:57","FALSE","0","1","-1","swiggy","mumbai",FALSE
"1547","RT DeepikaBhardwaj: Saket Gokhale has moved Allahabad High Court against UP Govt order to conduct Narco Analysis Test on girls family

Sai","2020-10-03 08:15:53","TRUE","243","0","0","swiggy","mumbai",TRUE
"1548","rahulshard BJP knows ki kaun sa channel opposition ne khareed rakha hai...no amount of pampering would do now","2020-10-03 08:15:51","FALSE","0","1","-1","swiggy","mumbai",FALSE
"1549","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:15:49","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1550","RT DharDipsita: 1.Vultures of BJP now came up with a vilification theory on the dead woman and her family, accusing them for false report.","2020-10-03 08:15:47","TRUE","153","0","-3","swiggy","mumbai",TRUE
"1551","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:15:42","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1552","RT RD01989: ____ There is no space for women, children, scheduled castes, journalists, peace or unity left in UP!","2020-10-03 08:15:35","TRUE","270","0","1","swiggy","mumbai",TRUE
"1553","RT iAnkurSingh: Rajasthan: Why are journalists not seeking call recording of BJP leaders?

UP- Why's phone call being recorded, UP Govt is","2020-10-03 08:15:34","TRUE","1230","0","0","swiggy","mumbai",TRUE
"1554","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:15:30","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1555","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:15:29","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1556","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:15:28","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1557","RT yeshikasaxena2: A big slap to the ones jo bjp congress kr rhe the hathras case me and to the ones jo bjp ko troll kr rhe the.
You know","2020-10-03 08:15:24","TRUE","62","0","-1","swiggy","mumbai",TRUE
"1558","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:15:19","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1559","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:14:52","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1560","RT yeshikasaxena2: A big slap to the ones jo bjp congress kr rhe the hathras case me and to the ones jo bjp ko troll kr rhe the.
You know","2020-10-03 08:14:52","TRUE","62","0","-1","swiggy","mumbai",TRUE
"1561","RT AmanKayamHai_ET: Rahul and Priyanka were blocked from going to Hathras but a day earlier, BJP MP and a UP Minister had met the family","2020-10-03 08:14:49","TRUE","362","0","0","swiggy","mumbai",FALSE
"1562","sureshnmenon are u saying ""f**k u"" to bjp's plan to take back india 2000 yrs ago ?","2020-10-03 08:14:47","FALSE","0","0","0","swiggy","mumbai",FALSE
"1563","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:14:45","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1564","RT RD01989: ____ There is no space for women, children, scheduled castes, journalists, peace or unity left in UP!","2020-10-03 08:14:39","TRUE","270","0","1","swiggy","mumbai",TRUE
"1565","RT MNageswarRaoIPS: I'm quite new on Twitter.
I've been observing some weird pattern.
In the last about 7 days twitterindia is culling my","2020-10-03 08:14:34","TRUE","834","0","-1","swiggy","mumbai",TRUE
"1566","RCB supporters are more loyal than BJP supporters. They never lose hope.","2020-10-03 08:14:30","FALSE","0","0","-1","swiggy","mumbai",FALSE
"1567","RT nadeeminc: BJP has the highest number of MP's and MLA's with cases of crime against women. It amplifies the reason, why BJP doesn't tak","2020-10-03 08:14:17","TRUE","142","0","-1","swiggy","mumbai",TRUE
"1568","Anvesha53467560 ZeeNewsEnglish BJP trying to hide Murder of SSR, boycottBJP","2020-10-03 08:14:02","FALSE","2","2","-1","swiggy","mumbai",FALSE
"1569","RT DeepikaBhardwaj: Saket Gokhale has moved Allahabad High Court against UP Govt order to conduct Narco Analysis Test on girls family

Sai","2020-10-03 08:13:57","TRUE","243","0","0","swiggy","mumbai",TRUE
"1570","RT swati_gs: A reminder: BJP was in opposition when this happened in Rajasthan. All that the party leaders did was visit the family in a M","2020-10-03 08:13:44","TRUE","963","0","-1","swiggy","mumbai",TRUE
"1571","While women in UP are being raped under the watch of myogiadityanath, Bengal BJP Mahila Morcha is giving martial t ","2020-10-03 08:13:32","FALSE","10","6","-1","swiggy","mumbai",FALSE
