"","ttext","date","isretweet","retweetcount","favoritecount","score","delivery","location","duplicate"
"377","Firstly I dont get full order at night 10.30pm. swiggy never responded wen I called dare cc I was informed food w ","2019-05-31 02:27:48","FALSE","0","1","-1","swiggy","delhi",TRUE
"378","RT vikranthum: swiggy_in SwiggyCares I ordered 3 item received 2 item only after calling ur cc was item was finished y was I not inform","2019-05-31 02:20:14","TRUE","1","0","0","swiggy","delhi",FALSE
"379","RT theskindoctor13: Hey ZomatoIN, swiggy_in, UberEats_IND, most of your delivery boys don't follow traffic rules in an attempt to deliv","2019-05-30 23:46:44","TRUE","1442","0","0","swiggy","delhi",TRUE
"380","Do you really think that customer is fool? wat_a_burger hm? Below is the pic of what I have received by ordering a ","2019-05-30 21:19:53","FALSE","0","1","-1","swiggy","delhi",FALSE
"381","Waiting for my order from two hours, An example of fast delivery from swiggy_in","2019-05-30 20:13:22","FALSE","0","0","1","swiggy","delhi",FALSE
"382","swiggy_in SwiggyCares MoHFW_INDIA PMOIndia myogiadityanath swiggy must shut down for playing with peoples heal ","2019-05-30 20:05:56","FALSE","0","0","1","swiggy","delhi",FALSE
"383","swiggy_in SwiggyCares MoHFW_INDIA PMOIndia applications like swiggy need to shut down as they are playing with ","2019-05-30 20:02:09","FALSE","0","0","1","swiggy","delhi",FALSE
"384","swiggy_in SwiggyCares MOFPI_GOI MoHFW_INDIA myogiadityanath swiggy is earning money sending very unhygenic and ","2019-05-30 20:01:17","FALSE","0","0","0","swiggy","delhi",FALSE
"385","jagograhakjago swiggy_in Swings sucks big time your are fucking cheapsters 9540080028 ","2019-05-30 18:54:22","FALSE","0","0","-2","swiggy","delhi",FALSE
"386","swiggy_in SwiggyCares escalation manager told me we will mail u regarding investigation on 4th june otherwise I w ","2019-05-30 18:53:24","FALSE","0","0","0","swiggy","delhi",FALSE
"387","SwiggyCares two orders placed with same vendor on swiggy... Snacks item which I actually tasted today and found re ","2019-05-30 18:45:55","FALSE","0","0","0","swiggy","delhi",FALSE
"388","Toady I order from zomatocare ZomatoIN but restaurant packed seal package swiggy_in  and food are very bakwass, ","2019-05-30 18:44:03","FALSE","0","0","0","swiggy","delhi",FALSE
"389","UberEats_IND seriously, you people are completely useless. Ordered sweets lassi but delivered a poor quality. Call ","2019-05-30 18:39:37","FALSE","0","0","-2","swiggy","delhi",FALSE
"390","SwiggyCares whats wrong swiggy. My 3rd order in a row is delayed. Hard to believe. swiggy ","2019-05-30 18:36:21","FALSE","0","0","-3","swiggy","delhi",FALSE
"391","SwiggyCares i_sreenivas Wake up guys... Swiggy has been doing this since don't know when... But effectively from ","2019-05-30 18:16:59","FALSE","0","0","1","swiggy","delhi",FALSE
"392","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 17:57:06","TRUE","182","0","0","swiggy","delhi",TRUE
"393","SwiggyCares last night same time I placed an order. Which was never delivered. Though you charged me. Today I plac ","2019-05-30 17:54:33","FALSE","0","0","-1","swiggy","delhi",FALSE
"394","SwiggyCares swiggy_in this is the second time in 2 months this has happened. I have placed the order, money has g ","2019-05-30 17:43:29","FALSE","0","0","0","swiggy","delhi",FALSE
"395","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 17:36:53","TRUE","182","0","0","swiggy","delhi",TRUE
"396","swiggy_in Very very nice service... some time i am not satisfied with your services and responses.. but sometime.. ","2019-05-30 17:33:00","FALSE","0","0","2","swiggy","delhi",FALSE
"397","swiggy_in SwiggyCares why DM? U can check all details mentioned in tweet, call me after 11 pm for other details. ","2019-05-30 17:26:46","FALSE","0","0","0","swiggy","delhi",FALSE
"398","swiggy_in SwiggyCares no value of customer time and money. Executive have only one word sorry. 3 quality and serv ","2019-05-30 17:23:27","FALSE","0","0","-2","swiggy","delhi",FALSE
"399","swiggy_in SwiggyCares I ordered 3 item received 2 item only after calling ur cc was item was finished y was I not ","2019-05-30 17:22:10","FALSE","1","0","0","swiggy","delhi",FALSE
"400","Dear swiggy_in SwiggyCares your service is now 3rd class service, I ordered food on 9.15pm(ord_no42306747397) an ","2019-05-30 17:17:34","FALSE","0","1","0","swiggy","delhi",FALSE
"401","agrawaldevansh4 zomatocare ZomatoIN swiggy_in Even i also got refund within 2 days from swiggy.","2019-05-30 17:14:20","FALSE","0","1","1","swiggy","delhi",FALSE
"402","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 17:11:06","TRUE","182","0","0","swiggy","delhi",TRUE
"403","StarSportsIndia Its Swiggy","2019-05-30 17:09:53","FALSE","0","0","0","swiggy","delhi",FALSE
"404","StarSportsIndia Swiggy","2019-05-30 17:02:49","FALSE","0","0","0","swiggy","delhi",FALSE
"405","RT amitjain5: swiggy_in They say swiggy, I hear cheaters (who take money and shrug off the responsibility to deliver).","2019-05-30 16:59:18","TRUE","1","0","-1","swiggy","delhi",FALSE
"406","swiggy_in I said swiggy they heard bunch of crooks.... stopped using this crap app.  Feeling relaxed after uninsta ","2019-05-30 16:49:23","FALSE","0","5","-1","swiggy","delhi",FALSE
"407","dominos_india it will be a good idea to remove your delivery options from swiggy_in as you can't deliver stuff on ","2019-05-30 16:34:41","FALSE","0","0","1","swiggy","delhi",FALSE
"408","When Swiggy takes over. Or is it just the NDA fever?  ","2019-05-30 16:34:25","FALSE","0","0","-1","swiggy","delhi",FALSE
"409","swiggy_in They say swiggy, I hear cheaters (who take money and shrug off the responsibility to deliver).","2019-05-30 16:05:48","FALSE","1","4","-1","swiggy","delhi",FALSE
"410","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 16:01:00","TRUE","182","0","0","swiggy","delhi",TRUE
"411","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 15:48:11","TRUE","182","0","0","swiggy","delhi",TRUE
"412","swiggy_in So far swiggy offer best solutions while we facing problem in order, compare to 
Zomato swiggy much way ","2019-05-30 15:44:40","FALSE","0","0","0","swiggy","delhi",FALSE
"413","swiggy_in Daily launched. Amazing app. Food for one month  2k. ZomatoIN ab kya karoge? ","2019-05-30 15:21:49","FALSE","0","0","1","swiggy","delhi",FALSE
"414","RT YourStoryCo: Zomato and Swiggy will have to follow these steps if they want to continue delivering food. 

","2019-05-30 15:21:20","FALSE","0","0","0","swiggy","delhi",FALSE
"415","UberEats is worst app ever no service and quality of food ordered from this app not good. Zomato swiggy_in is fa ","2019-05-30 15:19:47","FALSE","0","0","-1","swiggy","delhi",FALSE
"416","SwiggyCares swiggy_in good guys, you have also started to cheat customers. Showing different amount on order page ","2019-05-30 15:09:32","FALSE","0","0","0","swiggy","delhi",FALSE
"417","StarSportsIndia The Swiggy...","2019-05-30 15:06:24","FALSE","0","0","0","swiggy","delhi",FALSE
"418","pujaparekh zomatocare deepigoyal ZomatoIN SwiggyCares swiggy_in And might be SwiggyCares  or any other platf ","2019-05-30 15:03:32","FALSE","0","0","0","swiggy","delhi",FALSE
"419","swiggy_in I have ordered yesterday &amp; order canceled by you &amp; I can't receive my order amount.","2019-05-30 14:54:26","FALSE","0","1","0","swiggy","delhi",FALSE
"420","swiggy_in ICICIBank how can payment made when order declined. Please look into it ","2019-05-30 14:44:30","FALSE","0","0","0","swiggy","delhi",FALSE
"421","Swiggy | Outlook Business ","2019-05-30 14:40:46","FALSE","0","0","0","swiggy","delhi",FALSE
"422","swiggy_in SwiggyCares does it take so long to order the order? Everytime happens this ","2019-05-30 14:26:08","FALSE","0","0","0","swiggy","delhi",FALSE
"423","RT BriocheDoreeInd: Celebrate the victory of the nation.

Order online today! 
","2019-05-30 14:00:38","TRUE","5","0","2","swiggy","delhi",TRUE
"424","swiggy_in Right 90% person say swiggy_in se mangate h ,but after comparing offers from other then they will choic ","2019-05-30 14:00:21","FALSE","0","0","1","swiggy","delhi",FALSE
"425","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 13:58:00","TRUE","182","0","0","swiggy","delhi",TRUE
"426","Zomato charging food delivery cost of Rs 50 for orders less than Rs 200 for a exclusive restaurant, I think I'l stick with swiggy_in","2019-05-30 13:50:14","FALSE","0","0","0","swiggy","delhi",FALSE
"427","swiggy_in When I swiggy,I think of food getting delivered after hours..
Then I switch over zomato..","2019-05-30 13:49:52","FALSE","0","4","0","swiggy","delhi",FALSE
"428","Celebrate the victory of the nation.

Order online today! 
","2019-05-30 13:05:59","FALSE","5","9","2","swiggy","delhi",FALSE
"429","UberEats I have ordered lachha paratha but received Butter naan after waiting for about 90mins. And now a days you ","2019-05-30 12:45:06","FALSE","0","0","0","swiggy","delhi",FALSE
"430","buddy_om swiggy_in Tell me how much u r paid for this tweet ??","2019-05-30 12:44:32","FALSE","0","0","0","swiggy","delhi",FALSE
"431","pujaparekh zomatocare deepigoyal ZomatoIN SwiggyCares swiggy_in pujaparekh and one more thing it's all about perspective ","2019-05-30 12:40:39","FALSE","0","0","0","swiggy","delhi",FALSE
"432","pujaparekh zomatocare deepigoyal ZomatoIN SwiggyCares swiggy_in I shit care what u think but all these were m ","2019-05-30 12:39:52","FALSE","0","0","-1","swiggy","delhi",FALSE
"433","Dear SwiggyCares swiggy_in the way the food is presented in pics and the way it is delivered is quite different. ","2019-05-30 12:29:19","FALSE","0","0","0","swiggy","delhi",FALSE
"434","SwiggyCares swiggy_in how much can u cheat? Where is the order for id 42291294270 I just made? U take payment and ","2019-05-30 12:27:23","FALSE","0","0","-1","swiggy","delhi",FALSE
"435","swiggy_in WeAreSwiggy it seems like swiggy doesn't care at all, your delivery executive is taking too long and we ","2019-05-30 12:08:31","FALSE","0","0","1","swiggy","delhi",FALSE
"436","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 12:08:26","TRUE","182","0","0","swiggy","delhi",TRUE
"437","SwiggyCares swiggy_in  order placed and marked delievered within seconds !!  What an atrocious service","2019-05-30 11:38:45","FALSE","0","0","-1","swiggy","delhi",FALSE
"438","zomatocare People look at zomato service swiggy_in ZeeNews aajtak sardanarohit TimesNow zomatocare deepigoyal","2019-05-30 11:33:42","FALSE","0","0","0","swiggy","delhi",FALSE
"439","This is what I get when I ordered 1ltr, ice cream chocolate, SwiggyCares WeAreSwiggy swiggy_in you always say th ","2019-05-30 11:25:29","FALSE","1","3","0","swiggy","delhi",FALSE
"440","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 11:18:25","TRUE","182","0","0","swiggy","delhi",TRUE
"441","vijayshekhar Zomato omg YES!!!! I would gladly pay a huge tip for that. Deliver something without having to call ","2019-05-30 10:19:09","FALSE","0","0","1","swiggy","delhi",FALSE
"442","amitbhawani swiggy_in ZomatoIN Now how will u charge urself and the phone ?","2019-05-30 10:04:11","FALSE","0","8","0","swiggy","delhi",FALSE
"443","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 09:44:44","TRUE","182","0","0","swiggy","delhi",TRUE
"444","Zomato swiggy_in Why dont you take the challenge of guaranteed delivery time ?
Most of the times your riders / re ","2019-05-30 09:44:30","FALSE","0","0","0","swiggy","delhi",FALSE
"445","swiggy_in for Swiggy too .. Sir left lu ya right lu.. phir kaha se aana hai... ","2019-05-30 09:27:47","FALSE","0","0","1","swiggy","delhi",FALSE
"446","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 09:20:33","TRUE","182","0","0","swiggy","delhi",TRUE
"447","amitbhawani swiggy_in ZomatoIN It seems to be just in Hyderabad, Delhi is fine.","2019-05-30 09:20:13","FALSE","0","0","1","swiggy","delhi",FALSE
"448","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 09:19:54","TRUE","182","0","0","swiggy","delhi",TRUE
"449","pujaparekh zomatocare deepigoyal ZomatoIN Do you really think that zomatocare ZomatoIN uses this kind of shit ","2019-05-30 09:13:19","FALSE","0","0","-1","swiggy","delhi",FALSE
"450","RT jsherenow: Agree to the point here. All these delivery platforms including  swiggy_in and zomato should imphasize on making delivery","2019-05-30 09:07:05","TRUE","1","0","0","swiggy","delhi",FALSE
"451","swiggy_in SwiggyCares i am choosing u over ZomatoIN ZomatoLB Zomato as my problem is not being resolved
I orde ","2019-05-30 09:05:56","FALSE","0","0","-1","swiggy","delhi",FALSE
"452","Agree to the point here. All these delivery platforms including  swiggy_in and zomato should imphasize on making ","2019-05-30 08:52:46","FALSE","1","1","0","swiggy","delhi",FALSE
"453","SwiggyCares A refund has already been initiated on order number 42276179523 and theres nothing more that you can ","2019-05-30 08:32:15","FALSE","0","0","1","swiggy","delhi",FALSE
"454","swiggy_in You dont seem to improve like a stubborn kid. 1. Charge Delivery fees but ask customers to leave office ","2019-05-30 08:22:11","FALSE","0","0","1","swiggy","delhi",FALSE
"455","SwiggyCares BercosChinese
When u really want to have noodles and u order the same at Swiggy only to get ","2019-05-30 08:18:19","FALSE","0","3","0","swiggy","delhi",FALSE
"456","swiggy_in Here am waiting for food since 40 minutes and your guy is delivering order somewhere else??? ","2019-05-30 08:15:43","FALSE","0","0","0","swiggy","delhi",FALSE
"457","SwiggyCares Isn't that already an hour now,  no trace of the food...  Getting worse swiggy_in Day by day...","2019-05-30 08:03:22","FALSE","0","0","-2","swiggy","delhi",FALSE
"458","swiggy_in SwiggyCares while ordering food it showed 40 minutes to be delivered, After ordering it's already been ","2019-05-30 08:00:16","FALSE","0","0","0","swiggy","delhi",FALSE
"459","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 07:55:26","TRUE","182","0","0","swiggy","delhi",TRUE
"460","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 07:38:06","TRUE","182","0","0","swiggy","delhi",TRUE
"461","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 07:31:05","TRUE","182","0","0","swiggy","delhi",TRUE
"462","Feature Request for Uber / swiggy_in: users incentivizing drivers to record a video of the way they approach the ","2019-05-30 07:30:31","FALSE","0","1","0","swiggy","delhi",FALSE
"463","Wish swiggy_in delivery executives didn't have such an unprofessional attitude. Two out of my last three orders ha ","2019-05-30 07:23:35","FALSE","0","0","0","swiggy","delhi",FALSE
"464","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 07:23:05","TRUE","182","0","0","swiggy","delhi",TRUE
"465","Eat Sleep Crepe Repeat.
Call Bharti  +91 9711733332
OrderZomato&amp;Swiggy.

noida noidafoodie noidastudents ","2019-05-30 06:56:02","FALSE","0","0","0","swiggy","delhi",FALSE
"466","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 06:06:48","TRUE","182","0","0","swiggy","delhi",TRUE
"467","swiggy_in I want to know your policy on how you deal with restaurants that send customers bad quality food.","2019-05-30 06:06:34","FALSE","0","0","-1","swiggy","delhi",FALSE
"468","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 05:57:14","TRUE","182","0","0","swiggy","delhi",TRUE
"469","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 05:39:10","TRUE","182","0","0","swiggy","delhi",TRUE
"470","When its hard to pick just one, go for all for ultimate fun! Order now and get 40% OFF* on swiggy_in ","2019-05-30 05:35:58","FALSE","0","1","0","swiggy","delhi",FALSE
"471","SwiggyCares why don't you open a wallet for yourself as ""swiggy money"" and provide some offers for that","2019-05-30 05:30:27","FALSE","0","0","0","swiggy","delhi",FALSE
"472","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 05:25:29","TRUE","182","0","0","swiggy","delhi",TRUE
"473","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 05:23:24","TRUE","182","0","0","swiggy","delhi",TRUE
"474","swiggy_in WeAreSwiggy SwiggyCares No one bothers to reply. Great. Worst service . Will remove the app rite now.","2019-05-30 05:19:06","FALSE","0","0","-2","swiggy","delhi",FALSE
"475","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 05:15:38","TRUE","182","0","0","swiggy","delhi",TRUE
"476","RT InUthdotcom: ""A lot of kids beg because of hunger. We have many companies like ZomatoIN, swiggy_in, UberEats, I request them to give","2019-05-30 05:07:34","TRUE","10","0","0","swiggy","delhi",FALSE
"477","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 04:52:27","TRUE","182","0","0","swiggy","delhi",TRUE
"478","RT espeysays: So swiggy_in decided to modify its interface and all it could manage was replacing the small circular Pop button at the bot","2019-05-30 04:23:43","TRUE","1","0","0","swiggy","delhi",FALSE
"479","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 04:22:36","TRUE","182","0","0","swiggy","delhi",TRUE
"480","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 04:20:19","TRUE","182","0","0","swiggy","delhi",TRUE
"481","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 04:05:13","TRUE","182","0","0","swiggy","delhi",TRUE
"482","swiggy_in UberEats Zomato
Why don't you include a feature like ""order for someone"" in you application? ","2019-05-30 04:02:06","FALSE","0","0","1","swiggy","delhi",FALSE
"483","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 03:47:17","TRUE","182","0","0","swiggy","delhi",TRUE
"484","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 03:46:57","TRUE","182","0","0","swiggy","delhi",TRUE
"485","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 03:29:12","TRUE","182","0","0","swiggy","delhi",TRUE
"486","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 03:28:08","TRUE","182","0","0","swiggy","delhi",TRUE
"487","My relationship with Swiggy these days  ","2019-05-30 03:22:11","FALSE","0","0","0","swiggy","delhi",FALSE
"488","So swiggy_in decided to modify its interface and all it could manage was replacing the small circular Pop button a ","2019-05-30 03:08:58","FALSE","1","3","0","swiggy","delhi",FALSE
"489","SwiggyCares Please understand you can not make me wait for over one hour p, do not deliver, and then start calling ","2019-05-30 02:42:39","FALSE","0","0","0","swiggy","delhi",FALSE
"490","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 02:06:56","TRUE","182","0","0","swiggy","delhi",TRUE
"491","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 01:52:53","TRUE","182","0","0","swiggy","delhi",TRUE
"492","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-30 00:50:19","TRUE","182","0","0","swiggy","delhi",TRUE
"493","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 23:15:06","TRUE","182","0","0","swiggy","delhi",TRUE
"494","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 22:38:06","TRUE","182","0","0","swiggy","delhi",TRUE
"495","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 22:17:25","TRUE","182","0","0","swiggy","delhi",TRUE
"496","SwiggyCares I think this will be the end of my ordering through swiggy","2019-05-29 21:46:12","FALSE","0","0","0","swiggy","delhi",FALSE
"497","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 21:36:01","TRUE","182","0","0","swiggy","delhi",TRUE
"498","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 21:12:41","TRUE","182","0","0","swiggy","delhi",TRUE
"499","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 20:41:12","TRUE","182","0","0","swiggy","delhi",TRUE
"500","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 20:30:39","TRUE","182","0","0","swiggy","delhi",TRUE
"501","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 20:05:29","TRUE","182","0","0","swiggy","delhi",TRUE
"502","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 19:56:23","TRUE","182","0","0","swiggy","delhi",TRUE
"503","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 19:54:02","TRUE","182","0","0","swiggy","delhi",TRUE
"504","zomatocare Its over .. no solution till now. Its 1.20 you think still i am hungry. I have ordered other food from ","2019-05-29 19:52:04","FALSE","0","0","-1","swiggy","delhi",FALSE
"505","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 19:38:27","TRUE","182","0","0","swiggy","delhi",TRUE
"506","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 19:38:03","TRUE","182","0","0","swiggy","delhi",TRUE
"507","SwiggyCares Trying to help a customer by sending automated response. Past three orders have been distarous... Safe ","2019-05-29 19:37:24","FALSE","0","0","1","swiggy","delhi",FALSE
"508","Zomato ZomatoIN foodpandaIndia SwiggyCares swiggy_in is this so torcher n horrible situations with these onlin ","2019-05-29 19:30:11","FALSE","0","0","-1","swiggy","delhi",FALSE
"509","ZomatoIN Zomato swiggy_in SwiggyCares foodpandaIndia restaurant is closed as per delivery but Zomato has taken ","2019-05-29 19:28:37","FALSE","0","0","0","swiggy","delhi",FALSE
"510","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 19:23:09","TRUE","182","0","0","swiggy","delhi",TRUE
"511","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 19:21:58","TRUE","182","0","0","swiggy","delhi",TRUE
"512","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 19:12:46","TRUE","182","0","0","swiggy","delhi",TRUE
"513","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 19:00:08","TRUE","182","0","0","swiggy","delhi",TRUE
"514","SwiggyCares Your service is a joke. swiggy ","2019-05-29 18:52:14","FALSE","0","0","-1","swiggy","delhi",FALSE
"515","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 18:46:41","TRUE","182","0","0","swiggy","delhi",TRUE
"516","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 18:40:40","TRUE","182","0","0","swiggy","delhi",TRUE
"517","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 18:40:12","TRUE","182","0","0","swiggy","delhi",TRUE
"518","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 18:37:34","TRUE","182","0","0","swiggy","delhi",TRUE
"519","RT pkaura: Gangster move - Came down to Subway ordered using Swiggy (50% discount) having it there itself.","2019-05-29 18:37:11","TRUE","1","0","-1","swiggy","delhi",FALSE
"520","SwiggyCares been waiting for my order for one hour. Status is the same. Food getting prepared. Very poor service ","2019-05-29 18:35:35","FALSE","0","0","-1","swiggy","delhi",FALSE
"521","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 18:31:29","TRUE","182","0","0","swiggy","delhi",TRUE
"522","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 18:27:10","TRUE","182","0","0","swiggy","delhi",TRUE
"523","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 18:26:45","TRUE","182","0","0","swiggy","delhi",TRUE
"524","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 18:26:24","TRUE","182","0","0","swiggy","delhi",TRUE
"525","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 18:21:01","TRUE","182","0","0","swiggy","delhi",TRUE
"526","swiggy_in I placed order at 10:12PM on SWIGGY. I got notification that restaurant accepted my order, Ill get with ","2019-05-29 18:11:29","FALSE","0","0","0","swiggy","delhi",FALSE
"527","RT _fictitiouss: Only thing which we can expect from any food delivery app is good service. swiggy_in is failing in it","2019-05-29 18:07:36","TRUE","1","0","0","swiggy","delhi",FALSE
"528","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 17:58:39","TRUE","182","0","0","swiggy","delhi",TRUE
"529","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 17:56:26","TRUE","182","0","0","swiggy","delhi",TRUE
"530","swiggy_in  I don't know what to say about this swiggy as may I know why you have the chat support as they said we ","2019-05-29 17:50:59","FALSE","0","0","1","swiggy","delhi",FALSE
"531","swiggy_in:
order:41877367271 got cancelled after wasting 90 mins bcoz of some issue. I was told to get a coupon as ","2019-05-29 17:49:04","FALSE","0","0","-3","swiggy","delhi",FALSE
"532","RT rajeshtailang: Today the swiggy delivery guy, who delivered food at my place is an actor and he did a cameo with me in delhicrime . W","2019-05-29 17:48:15","TRUE","182","0","0","swiggy","delhi",TRUE
"533","nandanreddy harshamjty Taruna2309 anujrathi rahuljaimini swiggy_in SwiggyCares Highly disappoint with the fi ","2019-05-29 17:45:46","FALSE","0","0","-1","swiggy","delhi",FALSE
"534","RT CONFUSEDGENIUS: Ordered this and got that basic cake- 2 times even after I had asked for a replacement.
Plus your chat service is super","2019-05-29 17:44:32","TRUE","1","0","1","swiggy","delhi",FALSE
"535","Uber_Support thank you swiggy_in for delivering me food...you UberEats_IND guys please refund my money and shut down your business","2019-05-29 17:28:47","FALSE","0","0","2","swiggy","delhi",FALSE
"536","swiggy_in SwiggyCares I ordered Afghani chaap after keeping the veg only filter and I received the non veg item. ","2019-05-29 17:21:17","FALSE","0","0","0","swiggy","delhi",FALSE
